observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments,taxon.taxonID,taxon.taxonRank,taxon.order,taxon.family,taxon.vernacularNames.eng,taxon.vernacularNames.nld
2dd01b54-ff2e-45e2-96a5-43b3adff4581,3c0d363e-3843-4d50-aa1f-6b9356dec4fa,NA,e35ce74d-598c-4be7-96f6-6107726a7a9c,2025-11-21T08:42:29Z,2025-11-21T08:42:34Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-12-15T14:15:18Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
50a35804-a6a3-4eac-bf3a-369b54bee9f7,3feb98af-c2d3-42fa-ab9d-8313033df819,NA,aa8d7237-1d47-4471-9878-e43c773cc882,2025-11-17T00:27:10Z,2025-11-17T00:29:17Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-20T15:46:43Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
c4b87e38-0e95-4c5b-8520-b834d0ffa77e,3feb98af-c2d3-42fa-ab9d-8313033df819,NA,f74b0fb3-352e-4e0c-bc44-b27f0709594b,2025-11-20T08:44:27Z,2025-11-20T08:44:45Z,event,animal,NA,Capreolus capreolus,1,juvenile,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-20T15:50:03Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
c69fccae-0076-448d-a181-de6ccbf9f9c3,3feb98af-c2d3-42fa-ab9d-8313033df819,NA,343d3e77-5d98-43a9-a55f-43ca64690539,2025-11-21T16:56:34Z,2025-11-21T16:56:52Z,event,animal,NA,Sus scrofa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-24T09:06:41Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
9d538457-5339-452a-b06a-c3a5d08f83ef,3feb98af-c2d3-42fa-ab9d-8313033df819,NA,fb784bad-e51d-4f13-9822-eb40ecc2c856,2025-11-25T23:44:40Z,2025-11-25T23:44:53Z,event,animal,NA,Capreolus capreolus,1,adult,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-20T16:52:10Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
646b813a-5557-4217-93a5-d26009c6d693,3feb98af-c2d3-42fa-ab9d-8313033df819,NA,dc0268c7-41c9-4671-b9e1-22e96bc63520,2025-11-27T05:58:48Z,2025-11-27T05:58:53Z,event,animal,NA,Capreolus capreolus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-21T13:49:48Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
8283e518-13c6-4e89-8a58-e3613caf6cf9,4837397e-23d5-4e9d-830e-65a328620a49,NA,fdead0e4-2280-40cb-a639-87dca600ebed,2025-10-24T16:51:51Z,2025-10-24T16:52:27Z,event,animal,NA,Capreolus capreolus,1,juvenile,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-12T13:34:34Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
14b9279f-c612-4f21-850c-9a6745ca9236,4837397e-23d5-4e9d-830e-65a328620a49,NA,b3d698d7-9653-4a73-a7f6-427b54f281c3,2025-10-26T07:09:27Z,2025-10-26T07:10:31Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-20T10:03:51Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
d33da1b4-45e3-4131-9154-c2ba3d27e7dc,5081024d-c378-4302-8fe5-78882645326b,NA,79f5f193-cffc-42b7-a185-eb02f0316073,2025-10-31T18:40:08Z,2025-10-31T18:40:23Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-12-01T14:51:31Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
30d6b2a3-13cb-40fd-b9d4-b82aad535ac4,5081024d-c378-4302-8fe5-78882645326b,NA,f33b5edd-7caa-46a3-858f-476c0866229d,2025-11-11T16:59:48Z,2025-11-11T17:00:15Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-12-01T14:56:10Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
06028ae0-eb8b-45c2-b301-b653b6f80b6f,5081024d-c378-4302-8fe5-78882645326b,NA,f9730b0a-223e-4806-b969-99fc3e3da375,2025-11-12T03:00:04Z,2025-11-12T03:00:09Z,event,animal,NA,Sus scrofa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-24T09:27:52Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
3e367f14-04f1-467c-bc8a-49183131fae4,5081024d-c378-4302-8fe5-78882645326b,NA,5364a3c8-949a-4e64-9be3-f0e1dc0b9775,2025-11-12T03:07:49Z,2025-11-12T03:11:41Z,event,animal,NA,Sus scrofa,2,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-24T09:30:00Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
66ae250d-8ebd-4909-89ac-e51738c47371,5081024d-c378-4302-8fe5-78882645326b,NA,c71d507f-d63d-4b18-98b8-dfd7fe3574f8,2025-11-12T03:14:15Z,2025-11-12T03:14:34Z,event,animal,NA,Sus scrofa,3,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-24T09:30:58Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
051baf9d-3310-4a7b-a6b7-ffdddcf6b138,5081024d-c378-4302-8fe5-78882645326b,NA,00981d6a-cb56-4245-be17-5eee7eeaac0b,2025-11-13T17:17:27Z,2025-11-13T17:17:32Z,event,animal,NA,Sus scrofa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2026-02-24T09:31:51Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
3630daaf-a31e-40ff-aff2-7c6238f00ee2,526406e2-0405-493a-b9b4-32629134428d,NA,64a9eda6-7728-4b8f-8f4b-be826f305421,2025-10-26T17:42:06Z,2025-10-26T17:42:39Z,event,animal,NA,Sus scrofa,2,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-13T08:21:53Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
0139e234-e4ec-467f-b044-2b9e41113037,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,fcae7b27-6ab6-4f5e-b715-3a5efc1ace94,2025-09-11T23:30:43Z,2025-09-11T23:32:28Z,event,animal,NA,Capreolus capreolus,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:38:19Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
58acd604-6ed3-4c93-b297-a208feb52871,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,3d7e43bf-d1a3-4448-bfaf-52ebb5ebc9e5,2025-09-19T12:58:17Z,2025-09-19T13:03:22Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:42:58Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
2bd757de-51ec-4726-8ed6-0e7888d90f61,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,66789d94-7238-4256-b517-c00c878dc8fe,2025-09-20T05:38:34Z,2025-09-20T05:39:13Z,event,animal,NA,Capreolus capreolus,1,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:45:03Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
1dcb7abb-b526-4ae5-88d1-30e2662a8f03,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,fe6000ce-15af-4be8-9ab1-967bbeeb3925,2025-09-21T16:23:36Z,2025-09-21T16:26:23Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:45:22Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
ffcd67ce-e15f-41e4-a0a9-ea39260b7771,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,2567931b-d327-4d10-94d7-ed476b54a0ef,2025-09-21T17:22:50Z,2025-09-21T17:22:55Z,event,animal,NA,Capreolus capreolus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:46:56Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
f1138fc0-f964-4fd8-9367-71e7ea2b015b,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,6985c89c-440a-42b8-8f27-996c7d98f036,2025-09-22T01:31:26Z,2025-09-22T01:36:00Z,event,animal,NA,Sus scrofa,2,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:48:02Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
12d85799-ecf9-4a74-83c4-2667323b19ff,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,cde177e3-6156-4450-9f1e-b863338f41b9,2025-09-22T02:53:14Z,2025-09-22T02:53:51Z,event,animal,NA,Sus scrofa,1,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:48:19Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
58826e56-b67e-4318-b3fe-61a1d7d67b1d,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,454e1253-472f-43eb-a5e3-ca789d3830b2,2025-09-22T04:44:00Z,2025-09-22T04:51:41Z,event,animal,NA,Capreolus capreolus,1,adult,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:49:07Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
164270ea-f73e-44be-af31-4a2ef56d08dc,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,f8f2e570-341e-46b3-a9cb-6a355be51377,2025-09-25T08:12:45Z,2025-09-25T08:15:00Z,event,animal,NA,Capreolus capreolus,1,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:59:04Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
f32874da-3cd9-486a-9f65-dec7cb88145b,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,dcd20714-3974-4fd9-a647-ce07cb99decc,2025-09-25T11:11:22Z,2025-09-25T11:13:43Z,event,animal,NA,Capreolus capreolus,1,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T06:59:53Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
c36e6284-58f6-4426-b9d0-0b6017ce40a5,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,cac48b22-2466-4f2a-8e46-a95f22aa9dd5,2025-09-25T11:16:08Z,2025-09-25T11:16:13Z,event,animal,NA,Capreolus capreolus,1,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T07:00:03Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
9ad1a584-6e95-43dd-86c4-e52e03f2206a,554260ea-7b89-4707-8a42-6b8cedd1428c,NA,55091b9b-1666-4200-a5de-62987807da01,2025-09-25T15:15:12Z,2025-09-25T15:26:41Z,event,animal,NA,Capreolus capreolus,1,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-10-06T07:00:49Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
b810c243-f33f-4e62-b6e9-7e19fe6b4441,59fd20df-b700-454a-9d4e-d84a7a0d7af1,NA,c901b638-a2ae-4458-8757-223a8d321c60,2025-10-01T07:09:23Z,2025-10-01T07:09:55Z,event,animal,NA,Sus scrofa,10,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-12T09:39:43Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
06668811-cd5a-4cae-87a0-f686370309d9,59fd20df-b700-454a-9d4e-d84a7a0d7af1,NA,06745748-3a62-47e2-985a-6705417163be,2025-10-04T23:07:09Z,2025-10-04T23:07:24Z,event,animal,NA,Sus scrofa,4,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-12T09:40:27Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
50532a39-133c-4e93-8d1f-d34c204a2f3a,59fd20df-b700-454a-9d4e-d84a7a0d7af1,NA,4075890e-ebb1-466e-ab3e-2c0c25018892,2025-10-04T23:37:36Z,2025-10-04T23:37:41Z,event,animal,NA,Capreolus capreolus,1,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-12T09:40:48Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
3f0cbad7-dafd-4d00-be6e-f134e65e656b,59fd20df-b700-454a-9d4e-d84a7a0d7af1,NA,9fcb257f-a156-4664-98c9-4bc6ba7811b3,2025-10-11T19:54:15Z,2025-10-11T19:54:35Z,event,animal,NA,Sus scrofa,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-18T09:18:06Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
9596e5af-8621-4e0a-9db9-fd25fb1d9727,59fd20df-b700-454a-9d4e-d84a7a0d7af1,NA,069e3562-d6f1-418b-8cab-5786a68b7e28,2025-10-12T05:44:18Z,2025-10-12T05:46:03Z,event,animal,NA,Sus scrofa,5,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Robbe Kerremans,2025-11-12T09:47:46Z,0.5,NA,Error parsing all data,https://www.checklistbank.org/dataset/COL2023/taxon/53HGR,species,Artiodactyla,Suidae,Wild boar,Everzwijn
